2021-05-05;Irmãos enfrentam meses de prisões provisória e domiciliar com ajuda da oração, do estudo e da Bíblia;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Irm%C3%A3os-enfrentam-meses-de-pris%C3%B5es-provis%C3%B3ria-e-domiciliar-com-ajuda-da-ora%C3%A7%C3%A3o-do-estudo-e-da-B%C3%ADblia/
2021-05-05;Duas irmãs da Rússia podem ser condenadas após ficarem quase um ano em detenção e em prisão domiciliar;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Duas-irm%C3%A3s-da-R%C3%BAssia-podem-ser-condenadas-ap%C3%B3s-ficarem-quase-um-ano-em-deten%C3%A7%C3%A3o-e-em-pris%C3%A3o-domiciliar/
2021-05-05;Quatro irmãos em Smolensk enfrentam com coragem perseguição intensa e prisão por causa de sua fé;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Quatro-irm%C3%A3os-em-Smolensk-enfrentam-com-coragem-persegui%C3%A7%C3%A3o-intensa-e-pris%C3%A3o-por-causa-de-sua-f%C3%A9/
2021-05-04;Três irmãos de Lipetsk são julgados por causa de sua fé depois de ficar 331 dias presos;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Tr%C3%AAs-irm%C3%A3os-de-Lipetsk-s%C3%A3o-julgados-por-causa-de-sua-f%C3%A9-depois-de-ficar-331-dias-presos/
2021-05-04;Oração e cânticos do Reino ajudaram o irmão Anton Ostapenko durante prisão provisória;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Ora%C3%A7%C3%A3o-e-c%C3%A2nticos-do-Reino-ajudaram-o-irm%C3%A3o-Anton-Ostapenko-durante-pris%C3%A3o-provis%C3%B3ria/
2021-05-03;Novo cântico para o congresso regional de 2021 está disponível;https://www.jw.org/pt/Novidades/Novo-c%C3%A2ntico-para-o-congresso-regional-de-2021-est%C3%A1-dispon%C3%ADvel/
2021-05-03;Olhar com fé;https://www.jw.org/pt/biblioteca/musica-canticos/clipes-musicais/olhar-com-fe/
2021-05-03;Defendendo a liberdade religiosa em comunidades indígenas;https://www.jw.org/pt/biblioteca/series/como-seus-donativos-sao-usados/Defendendo-a-liberdade-religiosa-em-comunidades-ind%C3%ADgenas/
2021-04-28;Celebração de 2021 — Presos assistem a discurso da Celebração por videoconferência em prisão da Romênia;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/romenia/Celebra%C3%A7%C3%A3o-de-2021-Presos-assistem-a-discurso-da-Celebra%C3%A7%C3%A3o-por-videoconfer%C3%AAncia-em-pris%C3%A3o-da-Rom%C3%AAnia/
2021-04-28;Cinco irmãos mostram coragem e alegria durante invasões em massa e prisões na cidade de Perm, Rússia;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/russia/Cinco-irm%C3%A3os-mostram-coragem-e-alegria-durante-invas%C3%B5es-em-massa-e-pris%C3%B5es-na-cidade-de-Perm-R%C3%BAssia/
2021-04-27;Celebração de 2021 — Venezuela;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/venezuela/Celebra%C3%A7%C3%A3o-de-2021-Venezuela/
2021-04-26;João 14:6 — “Eu sou o caminho, a verdade e a vida”;https://www.jw.org/pt/ensinos-biblicos/textos-biblicos/joao-14-6/
2021-04-22;Celebração de 2021 — Número de pessoas que assistiram à Celebração na Bélgica é o maior registrado em décadas;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/belgica/Celebra%C3%A7%C3%A3o-de-2021-N%C3%BAmero-de-pessoas-que-assistiram-%C3%A0-Celebra%C3%A7%C3%A3o-na-B%C3%A9lgica-%C3%A9-o-maior-registrado-em-d%C3%A9cadas/
2021-04-22;Ciclone Seroja atinge a Indonésia e o Timor-Leste;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mundial/Ciclone-Seroja-atinge-a-Indon%C3%A9sia-e-o-Timor-Leste/
2021-04-22;Celebração de 2021 — Galeria internacional de fotos;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mundial/Celebra%C3%A7%C3%A3o-de-2021-Galeria-internacional-de-fotos/
2021-04-22;Celebração de 2021 — Mianmar;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mianmar/Celebra%C3%A7%C3%A3o-de-2021-Mianmar/
2021-04-22;Celebração de 2021 — Família mundial de Betel;https://www.jw.org/pt/noticias/noticias-testemunhas-jeova/por-regiao/mundial/Celebra%C3%A7%C3%A3o-de-2021-Fam%C3%ADlia-mundial-de-Betel/
